#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NC_080664.1	1	3987155	815918	3971608	99.6101	27.508	35.8	33
NC_080665.1	1	3511113	1012447	3359439	95.6802	42.0352	36.1	15.8
NC_080666.1	1	2644149	1429387	2574606	97.3699	73.3713	36	25.2
NC_080667.1	1	2575056	636829	2568241	99.7353	31.4434	35.8	28.3
NC_080668.1	1	21546180	591390	5024459	23.3195	3.6491	36	11.2
NC_080669.1	1	89147626	13646977	87901773	98.6025	22.4717	36	49.5
NW_026683182.1	1	233636	161456	228306	97.7187	102.553	36.1	0.415
NW_026683183.1	1	222717	311787	221652	99.5218	205.09	36.1	0.919
NW_026683184.1	1	210713	70640	208347	98.8771	49.7761	36	0.458
NW_026683185.1	1	28662	9409	28634	99.9023	47.7627	36.1	30.5
NW_026683186.1	1	991617	261009	989618	99.7984	37.2208	36	3.59
NW_026683187.1	1	4516909	4329077	4507849	99.7994	140.59	36	1.9
NW_026683188.1	1	4117062	922047	4044045	98.2265	32.116	35.8	13
NW_026683189.1	1	3129419	3462407	3122994	99.7947	162.406	35.9	4.85
NW_026683190.1	1	2445016	1145686	2433425	99.5259	68.4279	36	1.25
NW_026683191.1	1	2162463	2043496	2160729	99.9198	137.258	36	2.44
NW_026683192.1	1	2091851	778626	2072242	99.0626	54.3345	36.1	15
NW_026683193.1	1	2024811	467957	1999748	98.7622	33.162	36.1	14.2
NW_026683194.1	1	1508116	336658	1286013	85.2728	32.8031	35.9	1.61
NW_026683195.1	1	1446652	400804	1444086	99.8226	38.8012	35.3	2.57
NW_026683196.1	1	1315579	254934	1226072	93.1964	28.2036	36	12
NW_026683197.1	1	1181476	425113	1179069	99.7963	53.2004	36	1.09
NW_026683198.1	1	1067410	515418	1067199	99.9802	71.5908	36	2.14
NW_026683199.1	1	1037885	357590	1036886	99.9037	51.0613	36	1.1
NW_026683200.1	1	1022493	1546175	1022212	99.9725	222.682	36.2	0.714
NW_026683201.1	1	989550	335614	988536	99.8975	50.098	36	1.1
NW_026683202.1	1	973116	240448	972529	99.9397	36.5243	36	1.93
NW_026683203.1	1	921264	137388	908250	98.5874	21.745	35.9	1.24
NW_026683204.1	1	912953	184239	911210	99.8091	29.7386	35.9	2.25
NW_026683205.1	1	792231	157850	789648	99.674	29.4391	36	2.51
NW_026683206.1	1	702247	252247	701968	99.9603	53.0525	36	0.921
NW_026683207.1	1	677195	778054	676926	99.9603	168.953	36.1	2.81
NW_026683208.1	1	655782	95497	645967	98.5033	20.1932	35.8	1.25
NW_026683209.1	1	588151	102428	583828	99.265	25.6279	35.9	1.06
NW_026683210.1	1	581605	112724	581248	99.9386	28.579	36	2.13
NW_026683211.1	1	532300	128749	531576	99.864	35.8898	36	2.22
NW_026683212.1	1	526608	119671	525227	99.7378	33.6012	36	1.28
NW_026683213.1	1	486856	140453	483799	99.3721	42.1212	36	0.479
NW_026683214.1	1	481963	82980	475930	98.7482	23.7438	35.8	1.2
NW_026683215.1	1	451840	48059	431991	95.6071	14.8799	35.8	0.86
NW_026683216.1	1	398006	47172	391609	98.3927	17.374	35.9	0.76
NW_026683217.1	1	395172	46114	382801	96.8695	16.8698	35.8	1.09
NW_026683218.1	1	390805	61554	384884	98.4849	22.9937	35.9	1.53
NW_026683219.1	1	387931	165131	387066	99.777	63.194	36	1.26
NW_026683220.1	1	307818	69773	307574	99.9207	33.494	36	1.93
NW_026683221.1	1	242267	77013	241398	99.6413	46.801	36	0.92
