#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NC_080668.1	1	21546180	140625	3521493	16.3439	1.2565	35	14.2
NC_080669.1	1	89147626	3666982	86521571	97.0543	9.34004	35	50
NW_026683182.1	1	233636	35322	225260	96.4149	33.9836	35	1.12
NW_026683183.1	1	222717	53418	216824	97.354	53.455	35.1	2.02
NW_026683184.1	1	210713	16640	199259	94.5642	17.7468	34.8	1.07
NW_026683185.1	1	28662	2235	28345	98.894	17.7562	35.2	37.3
NW_026683186.1	1	991617	68601	972363	98.0583	14.954	34.9	6.31
NW_026683187.1	1	4516909	1046333	4487863	99.3569	51.3769	34.8	3.68
NW_026683188.1	1	4117062	284727	3875210	94.1256	14.6193	34.7	16.7
NW_026683189.1	1	3129419	1029963	3113773	99.5	73.9818	34.8	8.28
NW_026683190.1	1	2445016	325702	2416493	98.8334	29.5287	34.8	3.41
NW_026683191.1	1	2162463	457430	2138969	98.9136	46.5863	35.1	4.42
NW_026683192.1	1	2091851	242534	2062416	98.5929	26.3092	35.1	20.2
NW_026683193.1	1	2024811	123225	1913651	94.5101	13.449	35.1	16.2
NW_026683194.1	1	1508116	98193	1271685	84.3228	14.6696	34.8	2.67
NW_026683195.1	1	1446652	181810	1429135	98.7891	21.8695	33.2	2.47
NW_026683196.1	1	1315579	79651	1210095	91.9819	13.4197	34.9	13.9
NW_026683197.1	1	1181476	141144	1173717	99.3433	27.4136	34.9	2.35
NW_026683198.1	1	1067410	164838	1066107	99.8779	35.6249	34.8	3.91
NW_026683199.1	1	1037885	120272	1035248	99.7459	26.603	34.9	2.16
NW_026683200.1	1	1022493	291021	1015514	99.3175	63.7704	35.2	1.03
NW_026683201.1	1	989550	112008	984392	99.4788	25.8249	34.9	1.9
NW_026683202.1	1	973116	70924	964429	99.1073	16.5366	34.9	2.77
NW_026683203.1	1	921264	45754	868343	94.2556	11.1223	34.8	2.77
NW_026683204.1	1	912953	50856	894301	97.957	12.5443	34.8	3.17
NW_026683205.1	1	792231	44938	784174	98.983	12.9454	34.9	4.38
NW_026683206.1	1	702247	86914	701240	99.8566	28.408	34.9	2.09
NW_026683207.1	1	677195	142967	662357	97.8089	47.0431	35.2	3.03
NW_026683208.1	1	655782	30314	594371	90.6355	9.31801	34.9	1.82
NW_026683209.1	1	588151	31320	566813	96.372	11.924	34.8	2.02
NW_026683210.1	1	581605	37286	578187	99.4123	14.5905	34.9	3.88
NW_026683211.1	1	532300	36294	526249	98.8632	15.5769	34.9	3.51
NW_026683212.1	1	526608	40542	517960	98.3578	17.5928	34.9	2.52
NW_026683213.1	1	486856	45279	478042	98.1896	20.7905	34.9	1.09
NW_026683214.1	1	481963	25851	453265	94.0456	11.1546	34.8	1.83
NW_026683215.1	1	451840	12958	370463	81.9899	6.07089	34.8	1.7
NW_026683216.1	1	398006	14668	377432	94.8307	8.17542	34.9	1.32
NW_026683217.1	1	395172	18951	386204	97.7306	10.7405	34.9	3.58
NW_026683218.1	1	390805	19070	362165	92.6715	10.5422	34.9	2.49
NW_026683219.1	1	387931	51560	384221	99.0436	30.5941	34.9	2.66
NW_026683220.1	1	307818	25174	305492	99.2444	18.6831	34.9	3.38
NW_026683221.1	1	242267	25789	239136	98.7076	24.1529	34.9	1.95
