#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NC_080660.1	1	6625760	1553173	6524343	98.4694	31.8567	35.8	32.7
NC_080661.1	1	5159369	1763090	5002623	96.9619	47.1747	36	20.3
NC_080662.1	1	4987572	827412	4952770	99.3022	23.2216	35.9	53.4
NC_080663.1	1	4462882	911438	4440741	99.5039	27.2939	35.9	31.1
NC_080664.1	1	3987155	811878	3855006	96.6856	27.2234	35.8	31.8
NC_080665.1	1	3511113	1071159	3489018	99.3707	44.3878	36.1	17.3
NC_080666.1	1	2644149	1176990	2632514	99.56	58.9494	36	22.6
NC_080667.1	1	2575056	654958	2569571	99.787	32.2455	35.8	27.3
NC_080668.1	1	21546180	4826329	19873141	92.2351	32.006	35.9	26.3
NC_080669.1	1	89147626	7138374	87139468	97.7474	11.6187	36	48.3
NW_026683182.1	1	233636	169848	228798	97.9293	107.958	36.2	0.406
NW_026683183.1	1	222717	252487	221787	99.5824	166.016	36.1	0.9
NW_026683184.1	1	210713	74227	207880	98.6555	52.3316	36.1	0.414
NW_026683185.1	1	28662	9254	28579	99.7104	46.9921	36.1	31.2
NW_026683186.1	1	991617	284693	989668	99.8035	40.7073	36.1	3.76
NW_026683187.1	1	4516909	4507929	4503185	99.6962	146.566	36	1.65
NW_026683188.1	1	4117062	958402	4031173	97.9138	33.3919	35.9	14.1
NW_026683189.1	1	3129419	3371036	3110117	99.3832	158.166	36	4.34
NW_026683190.1	1	2445016	1367784	2443255	99.928	82.0283	36	2.08
NW_026683191.1	1	2162463	1827074	2154706	99.6413	122.608	36.1	1.91
NW_026683192.1	1	2091851	778211	2076149	99.2494	54.2634	36.1	14.7
NW_026683193.1	1	2024811	402710	2008478	99.1934	28.2721	36.1	16.8
NW_026683194.1	1	1508116	318646	1277109	84.6824	31.0447	36	0.902
NW_026683195.1	1	1446652	430466	1444701	99.8651	41.9661	35.5	2.89
NW_026683196.1	1	1315579	281703	1226827	93.2538	31.1993	36	12.2
NW_026683197.1	1	1181476	446954	1179221	99.8091	55.9666	36.1	1.08
NW_026683198.1	1	1067410	528289	1067150	99.9756	73.4174	36.1	2.08
NW_026683199.1	1	1037885	373356	1037003	99.915	53.2988	36.1	1.05
NW_026683200.1	1	1022493	1451801	1022056	99.9573	209.411	36.2	0.696
NW_026683201.1	1	989550	364681	988408	99.8846	54.4905	36.1	1.11
NW_026683202.1	1	973116	259779	972730	99.9603	39.4719	36.1	1.93
NW_026683203.1	1	921264	141072	908734	98.6399	22.3358	36	1.18
NW_026683204.1	1	912953	191527	911397	99.8296	30.9139	36	2.23
NW_026683205.1	1	792231	157091	790183	99.7415	29.2645	36.1	2.36
NW_026683206.1	1	702247	260649	701923	99.9539	54.8295	36.1	0.845
NW_026683207.1	1	677195	710076	676072	99.8342	154.148	36.1	3.02
NW_026683208.1	1	655782	124103	654304	99.7746	26.5326	35.9	2.05
NW_026683209.1	1	588151	104231	584716	99.416	26.0409	36	1.05
NW_026683210.1	1	581605	111871	581132	99.9187	28.3506	36	2.06
NW_026683211.1	1	532300	116272	530703	99.7	32.3249	36.1	1.48
NW_026683212.1	1	526608	144071	525473	99.7845	40.5137	36.1	1.43
NW_026683213.1	1	486856	149065	483528	99.3164	44.7754	36.1	0.473
NW_026683214.1	1	481963	102711	480039	99.6008	29.993	35.9	1.8
NW_026683215.1	1	451840	49456	433717	95.9891	15.4134	35.9	0.8
NW_026683216.1	1	398006	42481	386119	97.0134	15.5737	36	0.581
NW_026683217.1	1	395172	55873	384758	97.3647	20.5537	35.9	1.52
NW_026683218.1	1	390805	86091	390189	99.8424	32.3416	36	2.55
NW_026683219.1	1	387931	169330	386966	99.7512	64.7654	36.1	1.23
NW_026683220.1	1	307818	79440	307655	99.947	38.1794	36	1.74
NW_026683221.1	1	242267	93174	241859	99.8316	56.7317	36.1	1.06
