#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NC_080629.1	1	1203310	178273	1154539	95.9469	18.7007	34.4	43.2
NC_080630.1	1	1088616	172014	1061565	97.5151	20.0264	34.4	43.1
NW_026682905.1	1	39931	4793	38571	96.5941	14.442	33.9	40.6
NW_026682906.1	1	32408	3915	28364	87.5216	13.8887	33.3	38.5
NC_080631.1	1	884548	138635	861817	97.4302	20.3876	34.5	47.3
NC_080632.1	1	88477388	7289467	87683410	99.1026	11.917	35.9	47.4
NW_026682907.1	1	730054	270279	729638	99.943	54.2043	35.9	0.514
NW_026682908.1	1	659752	168236	650857	98.6518	35.4681	35.9	2.11
NW_026682909.1	1	610003	137954	608879	99.8157	32.7395	35.7	2.01
NW_026682910.1	1	516507	83260	515842	99.8713	23.4884	35.8	9.05
NW_026682911.1	1	503398	281727	485296	96.404	83.1806	36	0.427
NW_026682912.1	1	502746	280793	502674	99.9857	83.0153	36	0.534
NW_026682913.1	1	502108	141560	501828	99.9442	39.5218	35.8	3.48
NW_026682914.1	1	496294	200538	376344	75.8309	59.6541	36	0.223
NW_026682915.1	1	496247	35134	467736	94.2547	10.0638	35.6	0.796
NW_026682916.1	1	494937	82170	493891	99.7887	24.3616	35.8	1.57
NW_026682917.1	1	493150	131822	490083	99.3781	36.7367	35.9	1.78
NW_026682918.1	1	486754	97340	486311	99.909	29.1803	35.7	1.71
NW_026682919.1	1	482258	261532	481707	99.8857	80.2977	36	0.349
NW_026682920.1	1	479995	248523	479517	99.9004	76.5247	36	0.397
NW_026682921.1	1	455874	207192	455762	99.9754	67.1155	36	0.569
NW_026682922.1	1	447972	202041	447870	99.9772	66.3994	35.8	0.864
NW_026682923.1	1	447909	211017	447445	99.8964	69.5919	36	0.401
NW_026682924.1	1	443965	221065	441993	99.5558	71.6086	35.9	0.334
NW_026682925.1	1	440460	281732	438663	99.592	94.2486	35.9	0.585
NW_026682926.1	1	424846	254763	423429	99.6665	87.5346	35.9	0.738
NW_026682927.1	1	420859	199567	418391	99.4136	69.3945	35.8	0.356
NW_026682928.1	1	409402	151236	406884	99.385	53.9707	35.8	0.365
NW_026682929.1	1	404735	70459	403581	99.7149	25.5442	35.8	2.64
NW_026682930.1	1	403002	281742	402555	99.8891	102.785	35.9	1.32
NW_026682931.1	1	400251	160734	398249	99.4998	57.3756	35.9	0.969
NW_026682932.1	1	379196	115433	372934	98.3486	42.9512	35.9	0.481
NW_026682933.1	1	374162	171138	373278	99.7637	66.9852	35.8	1.6
NW_026682934.1	1	365873	257175	365753	99.9672	103.667	35.9	0.851
NW_026682935.1	1	350991	95568	350939	99.9852	40.0114	35.9	0.474
NW_026682936.1	1	346568	101122	344200	99.3167	42.8584	35.8	1.01
NW_026682937.1	1	344970	200363	344948	99.9936	85.6377	35.9	0.598
NW_026682938.1	1	341789	65540	340838	99.7218	27.4091	35.8	0.779
NW_026682939.1	1	336814	157511	336781	99.9902	68.3017	35.9	0.634
NW_026682940.1	1	336111	81791	335671	99.8691	35.4374	35.8	0.72
NW_026682941.1	1	328148	46090	326894	99.6179	20.4751	35.6	0.882
NW_026682942.1	1	324161	62293	324030	99.9596	28.0834	35.8	0.814
NW_026682943.1	1	323938	108886	323565	99.8849	49.5685	35.8	1.33
NW_026682944.1	1	323347	173485	323198	99.9539	79.2661	35.8	2.09
NW_026682945.1	1	310687	139241	310528	99.9488	65.9264	35.8	0.811
NW_026682946.1	1	310635	72901	309316	99.5754	33.5031	35.5	1.64
NW_026682947.1	1	310348	124834	310280	99.9781	58.951	35.8	0.677
NW_026682948.1	1	310269	37115	306171	98.6792	17.241	35.6	0.841
NW_026682949.1	1	308774	67812	305857	99.0553	32.0618	35.8	0.568
NW_026682950.1	1	308227	55210	307868	99.8835	26.007	35.8	0.916
NW_026682951.1	1	307697	78914	307626	99.9769	37.7329	35.8	2.14
NW_026682952.1	1	306521	65778	305761	99.7521	31.2361	35.8	0.767
NW_026682953.1	1	304386	60682	301874	99.1747	29.2943	35.9	0.295
NW_026682954.1	1	303078	78920	302565	99.8307	38.5098	35.9	0.699
NW_026682955.1	1	296903	54926	296704	99.933	26.9405	35.7	1.32
NW_026682956.1	1	296466	110531	296239	99.9234	54.6852	35.8	1.1
NW_026682957.1	1	288547	68933	286765	99.3824	35.0691	35.8	1.03
NW_026682958.1	1	284038	49061	283693	99.8785	24.8563	35.8	0.551
NW_026682959.1	1	280410	93884	280369	99.9854	48.6596	35.8	0.722
NW_026682960.1	1	276164	86568	275832	99.8798	44.7294	35.8	0.586
NW_026682961.1	1	263428	52231	263331	99.9632	29.134	35.7	1.17
NW_026682962.1	1	261474	34092	255849	97.8487	17.8365	35.3	1.21
NW_026682963.1	1	254301	66067	253950	99.862	37.3857	35.7	1.6
NW_026682964.1	1	246999	53906	246681	99.8713	31.5122	35.6	0.548
NW_026682965.1	1	235852	35938	235677	99.9258	22.2429	35.8	0.444
NW_026682966.1	1	232862	53869	232649	99.9085	33.9068	35.8	1.78
NW_026682967.1	1	229350	51477	228759	99.7423	32.7289	35.8	0.651
NW_026682968.1	1	227533	50847	227245	99.8734	32.1939	35.8	1.78
NW_026682969.1	1	226238	43430	225174	99.5297	28.273	35.9	1.25
NW_026682970.1	1	225760	724447	224604	99.488	434.175	34.9	2.26
NW_026682971.1	1	221860	52544	221628	99.8954	34.5071	35.8	1.55
NW_026682972.1	1	216916	32203	216720	99.9096	21.7619	35.8	1.42
NW_026682973.1	1	210189	46583	209595	99.7174	31.9539	35.7	1.23
NW_026682974.1	1	209705	37209	207955	99.1655	25.8162	35.8	0.554
NW_026682975.1	1	206331	36907	206102	99.889	26.0299	35.8	0.721
NW_026682976.1	1	205952	37297	203335	98.7293	26.2706	35.8	0.876
NW_026682977.1	1	203882	38425	203661	99.8916	27.6106	35.8	0.509
NW_026682978.1	1	201328	42607	199993	99.3369	31.2673	35.8	0.914
NW_026682979.1	1	194893	35823	194799	99.9518	26.1989	35.7	2.13
NW_026682980.1	1	194400	45078	193958	99.7726	34.0714	35.8	1.31
NW_026682981.1	1	194024	35665	192283	99.1027	26.9475	35.9	0.332
NW_026682982.1	1	189959	72300	189940	99.99	55.5431	35.7	1.12
NW_026682983.1	1	189471	45721	188696	99.591	35.5144	35.8	1.19
NW_026682984.1	1	188934	23121	188373	99.7031	17.996	35.8	1.58
NW_026682985.1	1	186855	71885	186274	99.6891	54.1547	35.8	3.25
NW_026682986.1	1	186346	33662	185870	99.7446	25.6577	35.8	1.02
NW_026682987.1	1	184095	40683	182822	99.3085	32.289	35.7	1.12
NW_026682988.1	1	179454	33680	179222	99.8707	27.2251	35.7	1.14
NW_026682989.1	1	178544	26261	175439	98.2609	21.337	35.7	0.636
NW_026682990.1	1	176311	43569	174461	98.9507	35.8656	35.8	0.831
NW_026682991.1	1	169869	38257	169666	99.8805	33.0557	35.7	1.23
NW_026682992.1	1	164287	36189	163989	99.8186	32.0616	35.8	0.572
NW_026682993.1	1	163604	46965	163373	99.8588	41.8454	35.8	0.756
NW_026682994.1	1	163260	35630	163123	99.9161	31.3032	35.7	0.564
NW_026682995.1	1	162272	25964	162078	99.8804	23.5628	35.8	1.08
NW_026682996.1	1	158962	29581	158880	99.9484	27.1097	35.8	1.3
NW_026682997.1	1	152070	19177	150255	98.8065	18.636	35.9	0.472
NW_026682998.1	1	150868	28004	150785	99.945	27.2051	35.7	0.811
NW_026682999.1	1	150054	25794	149261	99.4715	25.1648	36	1.71
NW_026683000.1	1	149890	35507	148137	98.8305	34.1998	35.7	1.26
NW_026683001.1	1	147493	46712	147344	99.899	43.6402	35.7	1.28
NW_026683002.1	1	144873	32888	144719	99.8937	33.4844	35.8	0.739
NW_026683003.1	1	139343	12409	134588	96.5876	12.856	35.6	0.44
NW_026683004.1	1	139254	23135	138019	99.1131	23.3948	35.8	1.14
NW_026683005.1	1	137754	51347	136999	99.4519	54.29	35.9	1.09
NW_026683006.1	1	137649	48999	137637	99.9913	52.2188	35.8	1.37
NW_026683007.1	1	137062	31733	136774	99.7899	34.0186	35.7	0.928
NW_026683008.1	1	133118	22034	131702	98.9363	24.3267	35.8	0.484
NW_026683009.1	1	130521	57841	130065	99.6506	65.0457	35.8	1.85
NW_026683010.1	1	125703	23952	125605	99.922	27.9975	35.8	0.959
NW_026683011.1	1	125425	24022	125099	99.7401	27.2778	35.8	0.78
NW_026683012.1	1	121330	22321	121003	99.7305	27.0123	35.7	0.44
NW_026683013.1	1	120300	20270	120032	99.7772	24.7337	35.8	0.677
NW_026683014.1	1	118992	22414	118805	99.8428	26.5189	35.8	0.495
NW_026683015.1	1	118770	21520	117193	98.6722	25.4624	35.7	0.713
NW_026683016.1	1	108421	16782	104585	96.4619	22.619	35.8	0.651
NW_026683017.1	1	108012	74858	108003	99.9917	101.511	36.1	1.15
NW_026683018.1	1	107095	28931	107078	99.9841	39.1394	35.7	0.959
NW_026683019.1	1	104586	24509	103895	99.3393	34.2297	35.8	0.557
NW_026683020.1	1	100399	18175	100300	99.9014	26.3125	35.8	0.565
NW_026683021.1	1	99111	25637	98986	99.8739	37.5994	35.7	1.97
NW_026683022.1	1	96439	64185	96339	99.8963	97.1164	36	1.12
NW_026683023.1	1	94166	19716	94093	99.9225	30.8108	35.9	0.885
NW_026683024.1	1	91632	16323	91575	99.9378	26.1338	35.8	1.49
NW_026683025.1	1	85421	20251	85402	99.9778	34.5003	35.8	1.08
NW_026683026.1	1	85088	15012	84761	99.6157	25.7178	35.7	0.995
NW_026683027.1	1	84548	10568	77833	92.0578	17.6913	35.9	4.75
NW_026683028.1	1	82706	16061	81780	98.8804	27.7305	35.8	1.18
NW_026683029.1	1	81984	17486	81921	99.9232	31.2394	35.9	1.04
NW_026683030.1	1	81046	10117	80402	99.2054	18.1253	35.6	1.53
NW_026683031.1	1	80524	18255	80298	99.7193	33.0425	35.8	0.162
NW_026683032.1	1	79562	25999	79289	99.6569	47.309	35.7	1.09
NW_026683033.1	1	77631	20239	77565	99.915	38.494	35.9	1.53
NW_026683034.1	1	75284	39237	74403	98.8298	77.0156	35.8	0.583
NW_026683035.1	1	73269	27044	72593	99.0774	54.085	35.8	1.03
NW_026683036.1	1	71914	24219	71188	98.9905	49.4521	35.7	0.584
NW_026683037.1	1	70703	16153	68143	96.3792	32.7965	35.8	0.54
NW_026683038.1	1	69202	13682	67925	98.1547	28.9447	35.8	0.724
NW_026683039.1	1	69028	10351	67265	97.446	21.8973	35.8	1.75
NW_026683040.1	1	68601	8534	67816	98.8557	18.3411	35.8	0.565
NW_026683041.1	1	66938	13854	66297	99.0424	28.5825	35.8	1.38
NW_026683042.1	1	65971	11692	65808	99.7529	25.8635	35.7	0.837
NW_026683043.1	1	65959	22002	65430	99.198	48.3924	35.9	1.16
NW_026683044.1	1	65834	8649	65358	99.277	18.7048	35.8	0.337
NW_026683045.1	1	65134	11728	63314	97.2058	25.8279	35.7	0.319
NW_026683046.1	1	64335	6619	54052	84.0165	12.1712	33.9	10.5
NW_026683047.1	1	64233	22080	63326	98.588	50.4659	35.9	0.836
NW_026683048.1	1	62791	12590	61165	97.4105	25.6189	35.8	0.793
NW_026683049.1	1	62475	16704	62408	99.8928	38.6331	35.8	0.797
NW_026683050.1	1	62429	7544	61798	98.9893	17.1244	35.8	0.618
NW_026683051.1	1	61564	20992	59728	97.0177	50.3086	35.9	0.565
NW_026683052.1	1	61412	8749	61022	99.3649	21.0125	35.9	0.305
NW_026683053.1	1	60466	11900	57036	94.3274	28.5977	35.8	0.685
NW_026683054.1	1	58682	7691	55759	95.0189	19.1214	35.9	0.44
NW_026683055.1	1	55831	34858	55087	98.6674	87.6848	36.1	0.907
NW_026683056.1	1	55749	24861	55727	99.9605	65.8073	35.8	2.16
NW_026683057.1	1	55351	4474	53618	96.8691	9.69171	33.3	35.1
NW_026683058.1	1	52312	11850	51708	98.8454	32.8812	35.7	0.548
NW_026683059.1	1	52229	14687	52099	99.7511	41.3393	35.7	0.867
NW_026683060.1	1	52118	7038	51976	99.7275	19.7636	35.5	0.845
NW_026683061.1	1	52060	14158	51971	99.829	39.4793	35.7	1.36
NW_026683062.1	1	52003	8284	51886	99.775	22.485	35.8	0.585
NW_026683063.1	1	50645	13416	50612	99.9348	38.9914	35.8	1.87
NW_026683064.1	1	50252	5608	49742	98.9851	16.3518	35.9	0.468
NW_026683065.1	1	49028	7897	45548	92.902	23.2252	35.8	0.688
NW_026683066.1	1	48714	8950	48447	99.4519	26.6907	35.8	1.07
NW_026683067.1	1	47736	10169	45916	96.1874	30.1833	35.7	0.286
NW_026683068.1	1	46937	18672	45537	97.0173	57.379	36	0.528
NW_026683069.1	1	45749	10018	45574	99.6175	31.7231	35.7	0.732
NW_026683070.1	1	45345	7597	44983	99.2017	24.5014	35.9	0.254
NW_026683071.1	1	44895	17489	43348	96.5542	57.068	35.8	1.07
NW_026683072.1	1	44072	13546	42103	95.5323	43.5444	35.8	0.518
NW_026683073.1	1	43535	8967	43340	99.5521	30.151	35.8	0.522
NW_026683074.1	1	43040	14733	42601	98.98	42.7217	35.3	1.36
NW_026683075.1	1	42669	5623	42508	99.6227	19.3073	35.8	0.494
NW_026683076.1	1	42178	11256	42122	99.8672	38.6593	35.8	0.825
NW_026683077.1	1	41675	5805	39701	95.2633	14.8619	32.1	14.1
NW_026683078.1	1	41324	7517	38756	93.7857	26.5402	35.9	0.316
NW_026683079.1	1	41301	9174	41126	99.5763	32.2483	35.6	0.926
NW_026683080.1	1	40789	7593	37280	91.3972	25.2696	35.7	0.823
NW_026683081.1	1	38968	124535	38212	98.0599	219.007	27.6	8.81
NW_026683082.1	1	36721	6962	35900	97.7642	27.4634	35.7	1.33
NW_026683083.1	1	36472	6596	36426	99.8739	19.7001	33.9	41.9
NW_026683084.1	1	36377	18953	32215	88.5587	74.1768	36	2.92
NW_026683085.1	1	35925	8547	34968	97.3361	34.4449	35.8	1.26
NW_026683086.1	1	35909	8026	35870	99.8914	32.7153	35.7	0.664
NW_026683087.1	1	35735	1612	30017	83.9989	5.76748	34.9	42.4
NW_026683088.1	1	35214	5001	35090	99.6479	20.9372	35.9	0.391
NW_026683089.1	1	34286	5410	33598	97.9934	22.9123	35.7	1.6
NW_026683090.1	1	34269	4677	33636	98.1528	19.8685	35.8	1.12
NW_026683091.1	1	33732	5541	33499	99.3093	24.2708	35.9	0.465
NW_026683092.1	1	32955	17909	32864	99.7239	79.4871	36.1	0.277
NW_026683093.1	1	32854	5339	32553	99.0838	23.93	35.9	0.601
NW_026683094.1	1	32845	7273	32807	99.8843	32.4378	35.8	0.567
NW_026683095.1	1	32087	5140	31418	97.915	23.3115	35.8	0.314
NW_026683096.1	1	31237	8903	31087	99.5198	38.9424	35.7	1.42
NW_026683097.1	1	31141	7101	31111	99.9037	33.479	35.7	0.501
NW_026683098.1	1	30990	4629	30840	99.516	22.0373	35.9	0.255
NW_026683099.1	1	30366	3627	29566	97.3655	17.5539	35.7	0.471
NW_026683100.1	1	30044	5099	29040	96.6582	22.9892	35.9	0.518
NW_026683101.1	1	29693	5535	29686	99.9764	25.9495	35.7	0.958
NW_026683102.1	1	29629	3935	27989	94.4649	14.7743	34	45.2
NW_026683103.1	1	28846	5800	28774	99.7504	29.5667	35.7	1
NW_026683104.1	1	28730	4101	28384	98.7957	16.0712	33.5	46.6
NW_026683105.1	1	28400	7055	28367	99.8838	36.7567	35.8	0.541
NW_026683106.1	1	28033	5899	27951	99.7075	30.7404	35.9	1.68
NW_026683107.1	1	27095	3605	26998	99.642	19.4724	35.7	0.489
NW_026683108.1	1	26824	3263	26318	98.1136	13.9413	33.7	51.1
NW_026683109.1	1	26596	3593	25681	96.5596	19.3608	35.8	0.51
NW_026683110.1	1	26374	5167	25986	98.5289	27.7856	35.7	0.639
NW_026683111.1	1	26287	7344	25717	97.8316	41.132	35.8	0.474
NW_026683112.1	1	26282	3535	26077	99.22	19.5688	35.7	1.87
NW_026683113.1	1	25938	3964	25871	99.7417	22.4456	35.9	59.6
NW_026683114.1	1	25894	4340	23106	89.233	22.3683	35.8	0.718
NW_026683115.1	1	25640	4006	25592	99.8128	23.0752	35.8	0.616
NW_026683116.1	1	24340	4312	22677	93.1676	22.5391	35.6	1.05
NW_026683117.1	1	23186	2537	22414	96.6704	15.928	35.8	0.753
NW_026683118.1	1	22467	5450	22092	98.3309	34.7206	35.8	1.22
NW_026683119.1	1	22311	3151	20846	93.4337	17.2611	34	48.3
NW_026683120.1	1	21962	5651	21883	99.6403	37.6238	35.9	2.07
NW_026683121.1	1	21358	12425	21345	99.9391	84.651	35.6	0.523
NW_026683122.1	1	16057	609	15824	98.5489	5.56872	36.1	11.4
NW_026683123.1	1	14639	1679	14639	100	16.4117	35.4	53.1
NW_026683124.1	1	4956352	1153173	4932121	99.5111	33.3596	35.9	17.2
NW_026683125.1	1	2228489	302476	2196436	98.5617	19.0194	35.4	1.54
NW_026683126.1	1	2115927	290000	2057000	97.2151	18.1222	35.3	1.68
NW_026683127.1	1	2060080	303715	2034212	98.7443	20.3494	35.4	1.44
NW_026683128.1	1	1903574	298652	1885674	99.0597	21.4965	35.5	1.65
NW_026683129.1	1	1592456	720418	1591411	99.9344	65.7466	35.9	20.8
NW_026683130.1	1	1306673	460157	1305894	99.9404	51.2446	35.7	3.55
NW_026683131.1	1	1234076	699573	1231481	99.7897	82.772	35.8	1.69
NW_026683132.1	1	1186437	523569	1185546	99.9249	64.1465	35.7	2.3
NW_026683133.1	1	1170172	565106	1165035	99.561	69.8161	35.7	2.42
NW_026683134.1	1	1066317	103491	1058316	99.2497	13.7722	35.5	0.447
NW_026683135.1	1	982204	105409	957095	97.4436	15.3922	35.6	0.834
NW_026683136.1	1	976125	441667	974882	99.8727	65.9291	35.8	1.54
NW_026683137.1	1	928298	381434	926729	99.831	60.3486	35.9	1.43
NW_026683138.1	1	915362	100078	901943	98.534	15.0815	35.4	1.2
NW_026683139.1	1	890228	79513	496192	55.7376	13.0541	35.8	1.61
NW_026683140.1	1	878407	160295	875624	99.6832	24.8832	35.5	1.9
NW_026683141.1	1	807966	181074	800690	99.0995	30.27	35.5	2.2
NW_026683142.1	1	763647	126669	761139	99.6716	23.7698	35.8	2.33
NW_026683143.1	1	761708	162668	755406	99.1726	30.4171	35.9	1.21
NW_026683144.1	1	752069	131230	750748	99.8244	24.6196	35.7	0.466
