#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NW_026683208.1	1	655782	22794	575386	87.7404	4.42309	35.4	1.19
NW_026683209.1	1	588151	20213	541120	92.0036	4.93988	35.7	1.03
NW_026683210.1	1	581605	22446	545837	93.8501	5.58875	35.7	1.89
NW_026683211.1	1	532300	22650	502560	94.4129	6.19925	35.8	1.48
NW_026683212.1	1	526608	29383	512353	97.2931	8.14081	35.8	1.81
NW_026683213.1	1	486856	30875	463856	95.2758	9.05102	35.8	0.5
NW_026683214.1	1	481963	18050	437364	90.7464	4.88292	35.5	1.04
NW_026683215.1	1	451840	9885	346378	76.6594	2.9114	35.4	0.833
NW_026683216.1	1	398006	9380	345034	86.6907	3.3752	35.6	0.887
NW_026683217.1	1	395172	9242	324253	82.0536	3.21989	35.4	0.711
NW_026683218.1	1	390805	12630	348483	89.1706	4.58136	35.6	1.72
NW_026683219.1	1	387931	30146	381749	98.4064	11.3651	35.8	1.19
NW_026683220.1	1	307818	15231	300513	97.6268	7.21685	35.8	1.68
NW_026683221.1	1	242267	18189	237899	98.197	10.8924	35.8	0.982
