#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NW_026683202.1	1	973116	34958	941846	96.7866	7.98564	34.3	3.04
NW_026683203.1	1	921264	20861	782143	84.8989	4.87822	34.2	2.69
NW_026683204.1	1	912953	29674	870735	95.3757	7.20609	34.2	4.2
NW_026683205.1	1	792231	21047	752213	94.9487	5.97339	34.4	4.39
NW_026683206.1	1	702247	41246	696773	99.2205	13.255	34.4	2.06
NW_026683207.1	1	677195	107250	672033	99.2377	34.1869	34.8	5.1
NW_026683208.1	1	655782	17960	544699	83.061	4.91348	34.2	2.28
NW_026683209.1	1	588151	13466	507664	86.3152	4.93571	34.2	1.72
NW_026683210.1	1	581605	15400	539445	92.7511	5.82284	34.3	3.85
NW_026683211.1	1	532300	17046	502904	94.4776	7.20471	34.3	3.45
NW_026683212.1	1	526608	23248	506409	96.1643	9.94099	34.3	3.04
NW_026683213.1	1	486856	22862	460636	94.6144	10.2121	34.3	1.21
NW_026683214.1	1	481963	14665	429487	89.112	5.73633	34.2	1.71
NW_026683215.1	1	451840	7066	329920	73.017	2.97572	34.2	1.7
NW_026683216.1	1	398006	6073	328959	82.6518	3.27496	34.3	1.41
NW_026683217.1	1	395172	6369	311957	78.9421	3.31529	34.1	1.66
NW_026683218.1	1	390805	9296	335963	85.9669	4.92577	34.2	2.38
NW_026683219.1	1	387931	25632	378774	97.6395	15.0867	34.3	3.11
NW_026683220.1	1	307818	13156	301581	97.9738	9.62006	34.3	3.73
NW_026683221.1	1	242267	13606	234483	96.787	12.5182	34.4	2.1
