#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NC_080630.1	1	1088616	43844	1011592	92.9246	7.10486	33.3	41.9
NW_026682905.1	1	39931	1324	34524	86.4591	5.08091	32.6	37.2
NW_026682906.1	1	32408	977	25836	79.7211	4.46998	32.4	37.5
NC_080631.1	1	884548	34349	836817	94.6039	7.2952	33.4	47.5
NC_080632.1	1	88477388	1710201	81298330	91.886	4.41254	34.7	47.5
NW_026682907.1	1	730054	50835	723839	99.1487	15.7235	34.5	1.35
NW_026682908.1	1	659752	33349	579666	87.8612	10.2637	34.8	3.84
NW_026682909.1	1	610003	31896	601054	98.533	11.5244	34.4	3.74
NW_026682910.1	1	516507	19538	501600	97.1139	8.53814	34.4	9.94
NW_026682911.1	1	503398	42955	482549	95.8583	19.3251	34.6	1.45
NW_026682912.1	1	502746	43999	501209	99.6943	19.9504	34.6	1.88
NW_026682913.1	1	502108	24901	467596	93.1266	10.0534	34.7	3.95
NW_026682914.1	1	496294	28852	374746	75.5089	12.8943	34.6	0.7
NW_026682915.1	1	496247	10560	449602	90.6004	4.62407	34.3	2.16
NW_026682916.1	1	494937	18073	467287	94.4134	8.3623	34.4	2.76
NW_026682917.1	1	493150	28824	476432	96.61	11.9841	34.8	3.89
NW_026682918.1	1	486754	24515	478064	98.2147	11.3033	34.4	3.2
NW_026682919.1	1	482258	38139	477937	99.104	17.6039	34.6	1.3
NW_026682920.1	1	479995	37485	476285	99.2271	17.3793	34.5	1.08
NW_026682921.1	1	455874	32562	449978	98.7067	15.9388	34.5	1.22
NW_026682922.1	1	447972	42663	446398	99.6486	21.6533	34.4	1.99
NW_026682923.1	1	447909	36621	445664	99.4988	18.3139	34.5	1.03
NW_026682924.1	1	443965	34874	432058	97.318	16.7136	34.5	0.841
NW_026682925.1	1	440460	54662	434759	98.7057	28.0073	34.4	1.57
NW_026682926.1	1	424846	50966	420479	98.9721	27.1064	34.4	2.08
NW_026682927.1	1	420859	35547	416250	98.9049	18.7255	34.4	1.92
NW_026682928.1	1	409402	30200	399181	97.5034	16.5405	34.3	1.12
NW_026682929.1	1	404735	11988	386428	95.4768	6.58342	34.3	3.7
NW_026682930.1	1	403002	53177	401371	99.5953	29.6019	34.4	3.12
NW_026682931.1	1	400251	45466	395884	98.9089	24.9808	34.9	3.63
NW_026682932.1	1	379196	21514	354624	93.52	11.2726	34.5	1.57
NW_026682933.1	1	374162	38146	370956	99.1432	23.1881	34.3	3.14
NW_026682934.1	1	365873	45304	364888	99.7308	27.8269	34.4	1.98
NW_026682935.1	1	350991	19231	347824	99.0977	12.1668	34.4	1.19
NW_026682936.1	1	346568	23463	338036	97.5381	15.3985	34.4	2.19
NW_026682937.1	1	344970	36344	344348	99.8197	23.7649	34.4	1.36
NW_026682938.1	1	341789	15249	336236	98.3753	9.89444	34.4	1.63
NW_026682939.1	1	336814	30387	335417	99.5852	20.19	34.4	1.47
NW_026682940.1	1	336111	17432	332398	98.8953	11.5688	34.4	1.65
NW_026682941.1	1	328148	10997	303175	92.3897	7.48598	34.2	1.67
NW_026682942.1	1	324161	14343	321482	99.1736	9.86955	34.4	1.65
NW_026682943.1	1	323938	25302	321814	99.3443	17.8833	34.4	2.94
NW_026682944.1	1	323347	40571	320982	99.2686	28.9542	34.4	4.11
NW_026682945.1	1	310687	28661	309300	99.5536	20.9825	34.3	1.76
NW_026682946.1	1	310635	16951	295638	95.1721	11.6615	34	2.69
NW_026682947.1	1	310348	28905	309367	99.6839	21.0538	34.3	1.52
NW_026682948.1	1	310269	9084	272322	87.7696	6.36942	34.2	1.56
NW_026682949.1	1	308774	15628	300356	97.2737	11.2502	34.4	1.66
NW_026682950.1	1	308227	14100	304950	98.9368	10.2524	34.4	2.61
NW_026682951.1	1	307697	17863	304479	98.9542	13.1169	34.3	3.77
NW_026682952.1	1	306521	16241	300603	98.0693	11.8622	34.4	1.42
NW_026682953.1	1	304386	12670	293880	96.5485	9.43057	34.5	1.57
NW_026682954.1	1	303078	15751	299442	98.8003	11.8736	34.5	2.35
NW_026682955.1	1	296903	13548	293356	98.8053	10.1411	34.4	2.57
NW_026682956.1	1	296466	25715	294737	99.4168	19.8182	34.2	2.12
NW_026682957.1	1	288547	17617	281830	97.6721	13.9888	34.5	2.07
NW_026682958.1	1	284038	11592	277869	97.8281	8.98617	34.4	1.16
NW_026682959.1	1	280410	22228	279827	99.7921	17.8781	34.2	1.84
NW_026682960.1	1	276164	21073	274462	99.3837	17.2329	34.3	1.62
NW_026682961.1	1	263428	11413	259006	98.3214	9.82328	34.3	2.36
NW_026682962.1	1	261474	11133	246591	94.308	8.59505	34.1	3.28
NW_026682963.1	1	254301	15702	251236	98.7947	13.9425	34.4	3
NW_026682964.1	1	246999	13198	245895	99.553	11.8264	34.1	1.95
NW_026682965.1	1	235852	9087	231398	98.1115	8.63387	34.4	0.985
NW_026682966.1	1	232862	11974	230292	98.8963	11.6096	34.4	3.83
NW_026682967.1	1	229350	12603	226219	98.6348	12.3233	34.4	1.28
NW_026682968.1	1	227533	8484	216555	95.1752	8.14078	34.4	3.2
NW_026682969.1	1	226238	9345	221342	97.8359	9.43083	34.4	2.16
NW_026682970.1	1	225760	188273	223003	98.7788	162.507	33.7	2.76
NW_026682971.1	1	221860	12626	219195	98.7988	12.7444	34.4	1.82
NW_026682972.1	1	216916	7995	211013	97.2787	8.3299	34.4	1.65
NW_026682973.1	1	210189	12618	207169	98.5632	13.0891	34.3	2.9
NW_026682974.1	1	209705	8675	201644	96.156	9.34799	34.5	1.19
NW_026682975.1	1	206331	9566	201997	97.8995	10.3968	34.4	1.86
NW_026682976.1	1	205952	8888	197079	95.6917	9.57138	34.3	1.48
NW_026682977.1	1	203882	10231	201022	98.5972	11.4078	34.4	1.09
NW_026682978.1	1	201328	11383	195690	97.1996	13.0772	34.4	1.79
NW_026682979.1	1	194893	8725	191341	98.1775	9.83421	34.4	4.21
NW_026682980.1	1	194400	11323	191126	98.3158	13.3461	34.4	2.32
NW_026682981.1	1	194024	8673	188569	97.1885	10.0853	34.4	0.737
NW_026682982.1	1	189959	18588	189168	99.5836	22.2404	34.3	2.4
NW_026682983.1	1	189471	11283	187172	98.7866	13.6412	34.4	2.01
NW_026682984.1	1	188934	4999	179151	94.822	6.05983	34.5	2.02
NW_026682985.1	1	186855	14312	180762	96.7392	15.9627	34.8	6.07
NW_026682986.1	1	186346	7830	181928	97.6291	9.3416	34.5	1.74
NW_026682987.1	1	184095	10955	181197	98.4258	13.3698	34.4	2.38
NW_026682988.1	1	179454	8562	178000	99.1898	10.7011	34.4	2.42
NW_026682989.1	1	178544	6195	168336	94.2826	7.7489	34.4	1.44
NW_026682990.1	1	176311	10411	170006	96.4239	13.2033	34.3	1.63
NW_026682991.1	1	169869	9776	167536	98.6266	13.058	34.3	2.82
NW_026682992.1	1	164287	8075	159045	96.8092	11.0771	34.4	1.19
NW_026682993.1	1	163604	11085	161960	98.9951	15.4935	34.3	1.27
NW_026682994.1	1	163260	8302	160998	98.6145	11.2877	34.4	1.44
NW_026682995.1	1	162272	6719	158144	97.4561	9.5016	34.5	2.62
NW_026682996.1	1	158962	6850	156500	98.4512	9.47542	34.4	2.2
NW_026682997.1	1	152070	4956	144167	94.8031	7.54702	34.4	1.48
NW_026682998.1	1	150868	7634	149268	98.9395	11.4849	34.3	2
NW_026682999.1	1	150054	4626	141424	94.2487	7.21513	34.8	2.72
NW_026683000.1	1	149890	8312	142526	95.0871	12.2779	34.3	1.71
NW_026683001.1	1	147493	11285	146624	99.4108	16.5764	34.3	2.44
NW_026683002.1	1	144873	8235	143100	98.7762	13.0068	34.5	1.41
NW_026683003.1	1	139343	3670	126108	90.5019	5.71158	34.4	1.07
NW_026683004.1	1	139254	5556	132480	95.1355	8.5972	34.4	2.41
NW_026683005.1	1	137754	11093	134225	97.4382	18.0717	34.5	2.22
NW_026683006.1	1	137649	11935	137421	99.8344	19.648	34.3	2.93
NW_026683007.1	1	137062	7721	134873	98.4029	12.8849	34.4	1.74
NW_026683008.1	1	133118	5143	128111	96.2387	8.79102	34.4	1.09
NW_026683009.1	1	130521	12800	128054	98.1099	22.3966	34.3	4.48
NW_026683010.1	1	125703	5878	123368	98.1424	10.5724	34.5	1.43
NW_026683011.1	1	125425	6176	122515	97.6799	10.8751	34.4	1.58
NW_026683012.1	1	121330	6423	119630	98.5989	12.1258	34.3	1.84
NW_026683013.1	1	120300	5074	118713	98.6808	9.47667	34.4	1.81
NW_026683014.1	1	118992	5507	116727	98.0965	10.2281	34.3	1.04
NW_026683015.1	1	118770	5359	112607	94.811	9.86375	34.5	1.51
NW_026683016.1	1	108421	4262	98746	91.0765	8.83411	34.5	1.19
NW_026683017.1	1	108012	15729	107711	99.7213	32.5919	35	2.09
NW_026683018.1	1	107095	8069	106919	99.8357	17.0513	34.2	2.38
NW_026683019.1	1	104586	6607	102964	98.4491	14.2171	34.3	1.7
NW_026683020.1	1	100399	4838	99036	98.6424	10.8431	34.3	1.7
NW_026683021.1	1	99111	5761	98546	99.4299	12.7959	34.3	2.96
NW_026683022.1	1	96439	13254	95595	99.1248	30.2728	35	2.05
NW_026683023.1	1	94166	4475	92663	98.4039	10.7677	34.5	1.22
NW_026683024.1	1	91632	3933	89549	97.7268	9.7289	34.4	1.97
NW_026683025.1	1	85421	5053	84577	99.012	13.4628	34.3	1.85
NW_026683026.1	1	85088	3858	83184	97.7623	10.0189	34.4	1.89
NW_026683027.1	1	84548	3891	78927	93.3517	10.1107	34.6	10.2
NW_026683028.1	1	82706	4077	79511	96.1369	10.9258	34.3	1.77
NW_026683029.1	1	81984	4122	81191	99.0327	11.2807	34.5	2.04
NW_026683030.1	1	81046	2764	75697	93.4	7.42809	34	2.09
NW_026683031.1	1	80524	4495	79184	98.3359	12.694	34.4	0.61
NW_026683032.1	1	79562	6350	78469	98.6262	17.8811	34.2	2.25
NW_026683033.1	1	77631	5210	76890	99.0455	15.5459	34.5	2.93
NW_026683034.1	1	75284	9675	70899	94.1754	29.7726	34.3	1.99
NW_026683035.1	1	73269	6748	70511	96.2358	20.9754	34.3	2.02
NW_026683036.1	1	71914	5697	67272	93.5451	17.8249	34.2	1.75
NW_026683037.1	1	70703	3852	63479	89.7826	12.1197	34.2	1.28
NW_026683038.1	1	69202	3481	65146	94.1389	11.5164	34.4	1.87
NW_026683039.1	1	69028	2591	64559	93.5258	8.38661	34.5	2.52
NW_026683040.1	1	68601	2196	64365	93.8252	7.34688	34.4	1.28
NW_026683041.1	1	66938	3327	65091	97.2407	10.8416	34.4	3.53
NW_026683042.1	1	65971	2860	63632	96.4545	9.66861	34.4	1.54
NW_026683043.1	1	65959	5244	63490	96.2568	17.8976	34.6	2.53
NW_026683044.1	1	65834	2225	64392	97.8096	7.49904	34.3	1.26
NW_026683045.1	1	65134	2868	58981	90.5533	9.73186	34.4	0.744
NW_026683046.1	1	64335	1036	32317	50.2324	2.35867	33.1	7.46
NW_026683047.1	1	64233	5317	60737	94.5573	19.0616	34.4	2.1
NW_026683048.1	1	62791	2759	58346	92.921	9.02504	34.4	1.53
NW_026683049.1	1	62475	3879	61579	98.5658	13.5935	34.4	1.57
NW_026683050.1	1	62429	1937	59482	95.2794	6.9308	34.5	1.21
NW_026683051.1	1	61564	5024	56654	92.0246	19.032	34.5	1.61
NW_026683052.1	1	61412	1772	58020	94.4766	6.62437	34.3	0.555
NW_026683053.1	1	60466	2856	53492	88.4662	10.6031	34.3	1.98
NW_026683054.1	1	58682	1958	50115	85.401	7.54541	34.5	1.05
NW_026683055.1	1	55831	8257	54063	96.8333	32.0366	34.9	1.76
NW_026683056.1	1	55749	5793	55439	99.4439	24.106	34.3	3.58
NW_026683057.1	1	55351	1025	46131	83.3427	2.90829	31.9	32
NW_026683058.1	1	52312	2801	48096	91.9407	11.8362	34.3	0.916
NW_026683059.1	1	52229	3738	50475	96.6417	16.5647	34.4	1.64
NW_026683060.1	1	52118	1911	49102	94.2131	8.16843	34.2	2.49
NW_026683061.1	1	52060	3453	51233	98.4114	14.7468	34.4	1.71
NW_026683062.1	1	52003	2147	50790	97.6674	8.83047	34.5	1.11
NW_026683063.1	1	50645	3337	50304	99.3267	15.175	34.2	2.4
NW_026683064.1	1	50252	1553	47240	94.0062	6.99914	34.6	1.2
NW_026683065.1	1	49028	1807	41738	85.1309	8.1677	34.5	1.04
NW_026683066.1	1	48714	2217	47298	97.0932	10.2719	34.3	2.01
NW_026683067.1	1	47736	2669	43770	91.6918	12.2874	34.3	0.689
NW_026683068.1	1	46937	4996	43635	92.965	23.3696	34.9	1.51
NW_026683069.1	1	45749	2277	44422	97.0994	11.2287	34.3	0.933
NW_026683070.1	1	45345	1781	42667	94.0942	8.99363	34.5	1.09
NW_026683071.1	1	44895	4304	41010	91.3465	21.8736	34.4	2.3
NW_026683072.1	1	44072	2475	37701	85.5441	12.2782	34.4	0.651
NW_026683073.1	1	43535	1977	41934	96.3225	10.3348	34.5	0.947
NW_026683074.1	1	43040	5116	41478	96.3708	17.4417	33.6	1.86
NW_026683075.1	1	42669	1528	41277	96.7377	7.97068	34.5	1.36
NW_026683076.1	1	42178	3176	42015	99.6135	16.8191	34.2	3.12
NW_026683077.1	1	41675	1068	34345	82.4115	3.29041	31	13.5
NW_026683078.1	1	41324	1742	37588	90.9592	9.5694	34.5	0.943
NW_026683079.1	1	41301	2593	39656	96.017	14.0255	34.1	1.59
NW_026683080.1	1	40789	1932	31946	78.3201	10.429	34.4	1.65
NW_026683081.1	1	38968	225795	34808	89.3246	406.733	28.3	5.96
NW_026683082.1	1	36721	1556	34301	93.4098	9.37284	34.3	2.7
NW_026683083.1	1	36472	2477	31858	87.3492	6.74838	31.6	23.7
NW_026683084.1	1	36377	3605	27302	75.0529	22.3518	34.5	6.22
NW_026683085.1	1	35925	2021	33528	93.3278	12.8821	34.5	1.45
NW_026683086.1	1	35909	2055	35427	98.6577	12.8854	34.3	1.24
NW_026683087.1	1	35735	469	24275	67.9306	2.29095	33.6	34.8
NW_026683088.1	1	35214	1161	34173	97.0438	7.53734	34.4	1.18
NW_026683089.1	1	34286	1277	32142	93.7467	8.18136	34.5	2.82
NW_026683090.1	1	34269	1183	31071	90.668	7.58942	34.5	1.81
NW_026683091.1	1	33732	1460	33411	99.0484	10.0843	34.4	1.33
NW_026683092.1	1	32955	4034	32580	98.8621	26.9407	35.1	0.526
NW_026683093.1	1	32854	1287	31304	95.2822	8.85317	34.6	0.984
NW_026683094.1	1	32845	1748	32723	99.6286	12.1842	34.5	0.777
NW_026683095.1	1	32087	1157	30088	93.7701	8.18973	34.5	0.39
NW_026683096.1	1	31237	1857	30726	98.3641	13.4181	34.4	5.88
NW_026683097.1	1	31141	1712	30759	98.7733	12.4215	34.2	1.47
NW_026683098.1	1	30990	1187	30118	97.1862	8.75947	34.5	0.655
NW_026683099.1	1	30366	904	27884	91.8264	6.81048	34.2	1.04
NW_026683100.1	1	30044	1229	27095	90.1844	8.79996	34.4	0.889
NW_026683101.1	1	29693	1367	28976	97.5853	9.67208	34.4	1.77
NW_026683102.1	1	29629	849	23375	78.8923	4.1049	32.6	41.7
NW_026683103.1	1	28846	1260	28001	97.0707	9.72357	34.3	1.95
NW_026683104.1	1	28730	1088	26392	91.8622	5.57567	32.5	45.7
NW_026683105.1	1	28400	1913	27467	96.7148	15.6587	34.5	1.31
NW_026683106.1	1	28033	1634	27563	98.3234	13.0692	34.4	5.82
NW_026683107.1	1	27095	913	26716	98.6012	7.62469	34.4	1.06
NW_026683108.1	1	26824	806	23500	87.6081	4.66161	32.6	50.2
NW_026683109.1	1	26596	861	23067	86.7311	7.3117	34.4	0.839
NW_026683110.1	1	26374	1260	24567	93.1486	10.1418	34.2	0.997
NW_026683111.1	1	26287	1754	24315	92.4982	15.2673	34.4	1.32
NW_026683112.1	1	26282	1145	25336	96.4006	9.48524	34.4	4.33
NW_026683113.1	1	25938	846	25766	99.3369	7.77504	34.5	59.5
NW_026683114.1	1	25894	718	17553	67.7879	5.37418	34.6	0.797
NW_026683115.1	1	25640	1050	24963	97.3596	9.41993	34.4	1.4
NW_026683116.1	1	24340	1181	21036	86.4256	9.31508	34.6	1.66
NW_026683117.1	1	23186	675	20002	86.2676	6.51018	34.5	1.38
NW_026683118.1	1	22467	1231	21556	95.9452	12.1704	34.5	1.99
NW_026683119.1	1	22311	721	21211	95.0697	5.59222	33.2	47
NW_026683120.1	1	21962	1259	21220	96.6214	13.1462	34.4	3.84
NW_026683121.1	1	21358	2259	21311	99.7799	24.0464	34.5	1.08
NW_026683122.1	1	16057	151	13079	81.4536	2.29489	34.4	7.42
NW_026683123.1	1	14639	472	14273	97.4998	7.24981	34.5	54.4
NW_026683124.1	1	4956352	248627	4748894	95.8143	11.4742	34.8	19.5
NW_026683125.1	1	2228489	81659	2102985	94.3682	7.73197	34.2	4.7
NW_026683126.1	1	2115927	68728	1816910	85.8683	6.0925	33.9	3.15
NW_026683127.1	1	2060080	76451	1909337	92.6827	7.48607	34.1	3.05
NW_026683128.1	1	1903574	70672	1787696	93.9126	7.63216	34.1	3.33
NW_026683129.1	1	1592456	169189	1579916	99.2125	24.5994	34.7	23.3
NW_026683130.1	1	1306673	74839	1295058	99.1111	12.4679	34.1	5.37
NW_026683131.1	1	1234076	158363	1224905	99.2569	29.0133	34.3	3.17
NW_026683132.1	1	1186437	114653	1179873	99.4467	21.5965	34.2	4.13
NW_026683133.1	1	1170172	129346	1134421	96.9448	24.5275	34.2	4.37
NW_026683134.1	1	1066317	28056	985720	92.4416	5.7578	34.2	1.05
NW_026683135.1	1	982204	30867	925816	94.259	6.87775	34.3	2.5
NW_026683136.1	1	976125	105739	969303	99.3011	24.3404	34.3	3.63
NW_026683137.1	1	928298	90526	916261	98.7033	22.392	34.4	3.02
NW_026683138.1	1	915362	24218	806156	88.0696	5.41023	34.1	2.35
NW_026683139.1	1	890228	19516	477037	53.5859	5.01981	34.5	3.04
NW_026683140.1	1	878407	34750	845307	96.2318	8.01453	34.2	4.3
NW_026683141.1	1	807966	41503	757667	93.7746	10.1154	34.1	3.89
NW_026683142.1	1	763647	29456	701359	91.8434	8.32521	34.5	3.02
NW_026683143.1	1	761708	35952	737432	96.813	9.94593	34.9	3.43
NW_026683144.1	1	752069	32337	731791	97.3037	9.31998	34.3	1.04
