#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NW_026682933.1	1	374162	51561	372149	99.462	31.6885	34.4	3.18
NW_026682934.1	1	365873	61322	365432	99.8795	38.0552	34.5	2.08
NW_026682935.1	1	350991	28990	350130	99.7547	18.6307	34.5	1.27
NW_026682936.1	1	346568	32998	340653	98.2933	21.8497	34.5	1.99
NW_026682937.1	1	344970	51349	344585	99.8884	33.9452	34.5	1.33
NW_026682938.1	1	341789	22313	337077	98.6214	14.7902	34.5	1.6
NW_026682939.1	1	336814	40913	335901	99.7289	27.5681	34.5	1.48
NW_026682940.1	1	336111	25464	334384	99.4862	17.0821	34.5	1.49
NW_026682941.1	1	328148	16022	317635	96.7963	11.0231	34.4	1.87
NW_026682942.1	1	324161	20751	323058	99.6597	14.4634	34.5	1.36
NW_026682943.1	1	323938	36226	323615	99.9003	25.9132	34.5	3.29
NW_026682944.1	1	323347	59520	322138	99.6261	42.8559	34.5	4.05
NW_026682945.1	1	310687	38123	309527	99.6266	28.1819	34.4	2
NW_026682946.1	1	310635	18802	299138	96.2989	12.8993	34.2	2.4
NW_026682947.1	1	310348	39455	309962	99.8756	29.1417	34.4	1.39
NW_026682948.1	1	310269	13099	282956	91.197	9.39449	34.4	1.67
NW_026682949.1	1	308774	22687	303592	98.3217	16.6147	34.6	1.66
NW_026682950.1	1	308227	20335	307442	99.7453	14.9521	34.5	2.46
NW_026682951.1	1	307697	27324	306947	99.7563	20.3588	34.4	4.25
NW_026682952.1	1	306521	22367	304072	99.201	16.558	34.5	1.79
NW_026682953.1	1	304386	18719	299970	98.5492	14.1129	34.6	1.59
NW_026682954.1	1	303078	22184	298472	98.4803	16.8768	34.6	1.88
NW_026682955.1	1	296903	20033	294828	99.3011	15.2354	34.5	2.56
NW_026682956.1	1	296466	37368	295538	99.687	29.229	34.4	2.39
NW_026682957.1	1	288547	24662	283402	98.2169	19.7326	34.5	2.02
NW_026682958.1	1	284038	17094	281554	99.1255	13.5433	34.5	1.09
NW_026682959.1	1	280410	28376	279963	99.8406	23.1035	34.3	1.58
NW_026682960.1	1	276164	28656	274922	99.5503	23.7793	34.4	1.59
NW_026682961.1	1	263428	19435	262438	99.6242	17.0363	34.4	2.62
NW_026682962.1	1	261474	14036	250206	95.6906	11.0769	34.2	2.77
NW_026682963.1	1	254301	22211	252542	99.3083	20.0557	34.5	3.03
NW_026682964.1	1	246999	16533	243894	98.7429	14.9123	34.3	1.26
NW_026682965.1	1	235852	13470	234776	99.5438	12.9948	34.5	1.07
NW_026682966.1	1	232862	16477	231446	99.3919	16.1619	34.5	4.27
NW_026682967.1	1	229350	18101	228033	99.4258	17.9972	34.5	1.64
NW_026682968.1	1	227533	16393	225959	99.3082	16.3315	34.5	5.4
NW_026682969.1	1	226238	13179	222338	98.2762	13.4633	34.5	2.01
NW_026682970.1	1	225760	410164	223846	99.1522	355.079	33.7	2.45
NW_026682971.1	1	221860	16264	220338	99.314	16.6639	34.6	1.63
NW_026682972.1	1	216916	12122	215821	99.4952	12.838	34.5	2.1
NW_026682973.1	1	210189	16935	208996	99.4324	17.9608	34.4	3.06
NW_026682974.1	1	209705	13196	203819	97.1932	14.427	34.6	1.31
NW_026682975.1	1	206331	13009	204489	99.1073	14.2771	34.6	1.65
NW_026682976.1	1	205952	13408	200821	97.5086	14.6306	34.5	1.73
NW_026682977.1	1	203882	14101	202260	99.2044	15.8378	34.5	1.03
NW_026682978.1	1	201328	14957	198419	98.5551	17.3148	34.5	1.67
NW_026682979.1	1	194893	12681	193691	99.3833	14.5599	34.5	4.15
NW_026682980.1	1	194400	15820	192981	99.2701	18.823	34.5	2.16
NW_026682981.1	1	194024	12968	189470	97.6529	15.3305	34.6	0.649
NW_026682982.1	1	189959	26077	188548	99.2572	31.5006	34.4	2.56
NW_026682983.1	1	189471	15933	187713	99.0722	19.4088	34.5	1.66
NW_026682984.1	1	188934	7129	184806	97.8151	8.73619	34.5	2.15
NW_026682985.1	1	186855	14426	179948	96.3036	16.0179	34.7	5.44
NW_026682986.1	1	186346	11200	184758	99.1478	13.5808	34.6	1.79
NW_026682987.1	1	184095	14072	182012	98.8685	17.2998	34.4	2.39
NW_026682988.1	1	179454	11519	178206	99.3046	14.5039	34.5	1.77
NW_026682989.1	1	178544	9372	172211	96.453	11.8177	34.5	1.34
NW_026682990.1	1	176311	13654	171067	97.0257	17.5615	34.4	1.39
NW_026682991.1	1	169869	14360	168863	99.4078	19.4573	34.5	2.67
NW_026682992.1	1	164287	12317	162282	98.7796	17.2043	34.6	1.57
NW_026682993.1	1	163604	14586	162555	99.3588	20.5244	34.4	1.21
NW_026682994.1	1	163260	11530	161687	99.0365	15.9235	34.5	1.25
NW_026682995.1	1	162272	10230	161121	99.2907	14.5774	34.5	2.52
NW_026682996.1	1	158962	10541	158232	99.5408	14.939	34.5	2.05
NW_026682997.1	1	152070	7001	148448	97.6182	10.695	34.5	1.25
NW_026682998.1	1	150868	10106	149931	99.3789	15.2884	34.4	1.62
NW_026682999.1	1	150054	5921	143736	95.7895	9.23767	34.9	1.77
NW_026683000.1	1	149890	10929	144410	96.344	16.4714	34.4	1.64
NW_026683001.1	1	147493	14869	146775	99.5132	22.5751	34.4	2.34
NW_026683002.1	1	144873	11191	144330	99.6252	17.9374	34.6	1.31
NW_026683003.1	1	139343	5353	136340	97.8449	8.51711	34.5	0.831
NW_026683004.1	1	139254	8563	134685	96.7189	13.5933	34.5	2.94
NW_026683005.1	1	137754	14819	135821	98.5968	24.6081	34.5	2.21
NW_026683006.1	1	137649	15632	137315	99.7574	25.7857	34.4	2.53
NW_026683007.1	1	137062	11140	135702	99.0077	18.7489	34.5	1.67
NW_026683008.1	1	133118	7813	129617	97.37	13.521	34.5	1.03
NW_026683009.1	1	130521	15881	128686	98.5941	28.0052	34.4	4.11
NW_026683010.1	1	125703	8995	124898	99.3596	16.3544	34.6	1.93
NW_026683011.1	1	125425	8041	123904	98.7873	14.3902	34.5	1.7
NW_026683012.1	1	121330	8562	120612	99.4082	16.2955	34.3	0.976
NW_026683013.1	1	120300	7350	119908	99.6741	13.9055	34.6	1.35
NW_026683014.1	1	118992	8098	117995	99.1621	15.3708	34.5	1.19
NW_026683015.1	1	118770	7562	114541	96.4393	14.1593	34.5	1.5
NW_026683016.1	1	108421	6264	101480	93.5981	13.0764	34.6	0.989
NW_026683017.1	1	108012	22581	107885	99.8824	47.599	35	2.04
NW_026683018.1	1	107095	11004	106939	99.8543	23.5276	34.4	2.23
NW_026683019.1	1	104586	7722	102761	98.255	16.8459	34.4	1.15
NW_026683020.1	1	100399	6538	99527	99.1315	14.8243	34.5	1.06
NW_026683021.1	1	99111	6772	98219	99.1	15.158	34.4	2.44
NW_026683022.1	1	96439	17313	96041	99.5873	39.847	35	2.25
NW_026683023.1	1	94166	6502	93595	99.3936	15.8333	34.6	0.91
NW_026683024.1	1	91632	6141	90561	98.8312	15.3369	34.6	2.59
NW_026683025.1	1	85421	7918	84805	99.2789	21.3197	34.4	2.58
NW_026683026.1	1	85088	5449	83368	97.9786	14.3372	34.5	1.9
NW_026683027.1	1	84548	4228	77538	91.7089	11.1769	34.7	9.14
NW_026683028.1	1	82706	5191	79221	95.7863	14.2843	34.5	1.6
NW_026683029.1	1	81984	6733	81726	99.6853	18.7641	34.6	3.48
NW_026683030.1	1	81046	4262	78509	96.8697	11.7984	34.3	2.87
NW_026683031.1	1	80524	5803	79281	98.4564	16.6113	34.5	0.494
NW_026683032.1	1	79562	7737	77781	97.7615	22.0442	34.3	1.99
NW_026683033.1	1	77631	7972	77319	99.5981	24.0077	34.6	3.05
NW_026683034.1	1	75284	13939	71506	94.9817	43.1293	34.4	1.31
NW_026683035.1	1	73269	10462	71014	96.9223	33.0272	34.3	2.04
NW_026683036.1	1	71914	8817	68235	94.8842	28.1709	34.4	1.46
NW_026683037.1	1	70703	5380	63579	89.924	17.2606	34.4	1.58
NW_026683038.1	1	69202	4720	66139	95.5738	15.6606	34.5	1.61
NW_026683039.1	1	69028	3670	65220	94.4834	11.9941	34.6	2.62
NW_026683040.1	1	68601	2863	65127	94.9359	9.65143	34.5	1.19
NW_026683041.1	1	66938	4893	65630	98.046	16.4005	34.6	3.44
NW_026683042.1	1	65971	3971	65103	98.6843	13.4808	34.5	1.44
NW_026683043.1	1	65959	7775	64935	98.4475	26.9755	34.6	2.74
NW_026683044.1	1	65834	3205	65051	98.8106	10.9903	34.5	0.995
NW_026683045.1	1	65134	3871	61005	93.6608	13.248	34.5	0.728
NW_026683046.1	1	64335	1373	34947	54.3204	3.09508	33.2	7.94
NW_026683047.1	1	64233	7643	61588	95.8822	27.7266	34.5	1.99
NW_026683048.1	1	62791	4422	59511	94.7763	15.2717	34.5	1.75
NW_026683049.1	1	62475	5470	61552	98.5226	19.8145	34.4	2.01
NW_026683050.1	1	62429	2704	60852	97.4739	9.77848	34.7	1
NW_026683051.1	1	61564	7509	58333	94.7518	28.581	34.6	1.8
NW_026683052.1	1	61412	2653	60061	97.8001	9.93842	34.4	0.518
NW_026683053.1	1	60466	4132	53856	89.0682	15.4341	34.5	2.05
NW_026683054.1	1	58682	2818	51994	88.603	10.9935	34.5	0.988
NW_026683055.1	1	55831	10737	54170	97.025	42.5695	35	2.34
NW_026683056.1	1	55749	8819	55693	99.8995	36.949	34.4	3.46
NW_026683057.1	1	55351	1540	46198	83.4637	4.32509	32	29
NW_026683058.1	1	52312	3945	49007	93.6821	17.1156	34.4	1.35
NW_026683059.1	1	52229	5659	50780	97.2257	25.1003	34.5	1.72
NW_026683060.1	1	52118	2704	51268	98.3691	11.903	34.2	2.26
NW_026683061.1	1	52060	4545	51593	99.103	19.6146	34.4	2.16
NW_026683062.1	1	52003	3141	51551	99.1308	13.4077	34.5	1.66
NW_026683063.1	1	50645	4003	50456	99.6268	18.3097	34.4	2.94
NW_026683064.1	1	50252	2238	47870	95.2599	10.1387	34.7	1.05
NW_026683065.1	1	49028	2544	43176	88.064	11.56	34.5	0.961
NW_026683066.1	1	48714	3082	47874	98.2756	14.5122	34.5	2.05
NW_026683067.1	1	47736	3568	44200	92.5926	16.7824	34.4	0.862
NW_026683068.1	1	46937	6436	44071	93.8939	30.3638	35	1.77
NW_026683069.1	1	45749	3185	45026	98.4196	15.8967	34.4	1.13
NW_026683070.1	1	45345	2439	42820	94.4316	12.4924	34.7	0.729
NW_026683071.1	1	44895	6378	41260	91.9033	32.7443	34.5	2.29
NW_026683072.1	1	44072	3687	38196	86.6673	18.7018	34.4	0.997
NW_026683073.1	1	43535	2672	42255	97.0598	14.064	34.5	0.445
NW_026683074.1	1	43040	6177	41564	96.5706	22.6257	33.9	1.84
NW_026683075.1	1	42669	1993	42065	98.5845	10.7206	34.8	1.22
NW_026683076.1	1	42178	3877	41707	98.8833	20.8747	34.4	2.59
NW_026683077.1	1	41675	1622	33400	80.144	4.79858	31.3	10.4
NW_026683078.1	1	41324	2689	37605	91.0004	14.9647	34.5	1.05
NW_026683079.1	1	41301	3493	40122	97.1453	19.0562	34.4	1.66
NW_026683080.1	1	40789	2642	33027	80.9704	14.3728	34.4	1.44
NW_026683081.1	1	38968	258269	35481	91.0516	463.478	28.4	5.77
NW_026683082.1	1	36721	2321	34966	95.2207	14.0159	34.2	2.1
NW_026683083.1	1	36472	2877	34685	95.1004	8.00568	31.7	24.9
NW_026683084.1	1	36377	4928	28314	77.8349	31.0879	34.6	6.2
NW_026683085.1	1	35925	3132	34106	94.9367	20.1385	34.6	1.51
NW_026683086.1	1	35909	3307	35704	99.4291	21.1878	34.5	1.04
NW_026683087.1	1	35735	472	24263	67.897	2.41044	33.9	39.2
NW_026683088.1	1	35214	1834	34383	97.6401	12.0505	34.5	1.26
NW_026683089.1	1	34286	2005	32045	93.4638	13.1533	34.5	3.1
NW_026683090.1	1	34269	1633	32299	94.2514	10.5616	34.6	1.68
NW_026683091.1	1	33732	1972	33313	98.7579	13.7502	34.6	1.55
NW_026683092.1	1	32955	5765	32862	99.7178	39.2561	35	0.743
NW_026683093.1	1	32854	1871	32099	97.702	13.0195	34.6	1.35
NW_026683094.1	1	32845	2501	32718	99.6133	17.6808	34.5	0.767
NW_026683095.1	1	32087	1799	30535	95.1632	12.8203	34.6	0.936
NW_026683096.1	1	31237	2297	30481	97.5798	16.594	34.4	3.26
NW_026683097.1	1	31141	2462	30833	99.011	17.9613	34.3	1.13
NW_026683098.1	1	30990	1673	30195	97.4347	12.5008	34.6	0.435
NW_026683099.1	1	30366	1281	28627	94.2732	9.84325	34.3	1.26
NW_026683100.1	1	30044	1795	27893	92.8405	13.0524	34.6	0.894
NW_026683101.1	1	29693	1816	29287	98.6327	13.1312	34.6	1.37
NW_026683102.1	1	29629	1102	24124	81.4202	5.49617	32.9	43.1
NW_026683103.1	1	28846	1812	28245	97.9165	14.4318	34.4	1.58
NW_026683104.1	1	28730	1178	27094	94.3056	6.4512	32.7	46.7
NW_026683105.1	1	28400	2823	28318	99.7113	23.2378	34.4	1.38
NW_026683106.1	1	28033	2334	27849	99.3436	18.9533	34.6	5.01
NW_026683107.1	1	27095	1472	26650	98.3576	12.4703	34.5	1.51
NW_026683108.1	1	26824	848	24464	91.2019	5.08269	32.7	50.3
NW_026683109.1	1	26596	1252	23716	89.1713	10.638	34.5	1.36
NW_026683110.1	1	26374	1587	24795	94.013	13.1222	34.3	1.2
NW_026683111.1	1	26287	2609	24878	94.6399	22.8533	34.7	1.09
NW_026683112.1	1	26282	1651	25678	97.7018	13.9062	34.5	2.79
NW_026683113.1	1	25938	1211	25897	99.8419	11.246	34.7	59.7
NW_026683114.1	1	25894	923	19428	75.029	7.03568	34.5	2.04
NW_026683115.1	1	25640	1554	25012	97.5507	14.0858	34.6	1.28
NW_026683116.1	1	24340	1403	21431	88.0485	11.8593	34.5	1.68
NW_026683117.1	1	23186	958	21065	90.8522	9.33779	34.7	1.67
NW_026683118.1	1	22467	1732	21739	96.7597	17.4189	34.4	2.38
NW_026683119.1	1	22311	847	21439	96.0916	6.53651	33.1	49.9
NW_026683120.1	1	21962	2181	21686	98.7433	23.1389	34.5	4.1
NW_026683121.1	1	21358	3350	21345	99.9391	35.7893	34.6	1.09
NW_026683122.1	1	16057	202	14345	89.338	2.9967	34.4	13.8
NW_026683123.1	1	14639	603	14543	99.3442	9.15466	34.4	53.5
NW_026683124.1	1	4956352	288678	4819413	97.2371	13.377	34.8	21.7
NW_026683125.1	1	2228489	106816	2155506	96.725	10.2657	34.3	4.32
NW_026683126.1	1	2115927	115497	2064352	97.5625	11.1984	34.2	5.89
NW_026683127.1	1	2060080	97272	1949886	94.651	9.72851	34.2	2.65
NW_026683128.1	1	1903574	86843	1812145	95.197	9.5852	34.2	2.9
NW_026683129.1	1	1592456	200320	1586785	99.6439	29.2369	34.8	22.1
NW_026683130.1	1	1306673	112886	1299077	99.4187	19.2898	34.3	5.47
NW_026683131.1	1	1234076	212045	1224901	99.2565	39.3161	34.4	3.2
NW_026683132.1	1	1186437	164220	1181745	99.6045	31.4122	34.4	4.32
NW_026683133.1	1	1170172	172183	1142611	97.6447	33.1443	34.4	4.4
NW_026683134.1	1	1066317	43993	1037433	97.2912	9.22915	34.4	1.04
NW_026683135.1	1	982204	44997	955320	97.2629	10.212	34.4	2.74
NW_026683136.1	1	976125	132683	968695	99.2388	30.8915	34.4	3
NW_026683137.1	1	928298	134106	920800	99.1923	33.579	34.5	3.05
NW_026683138.1	1	915362	34026	849999	92.8593	7.8707	34.3	2.49
NW_026683139.1	1	890228	27286	488224	54.8426	7.03798	34.6	2.8
NW_026683140.1	1	878407	43290	848390	96.5828	10.2346	34.3	3.61
NW_026683141.1	1	807966	50540	759952	94.0574	12.7122	34.3	3.83
NW_026683142.1	1	763647	39563	739935	96.8949	11.3643	34.6	3.18
NW_026683143.1	1	761708	48673	749209	98.3591	13.6957	34.9	3.59
NW_026683144.1	1	752069	42727	738381	98.18	12.553	34.4	1.11
