#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NW_026683182.1	1	233636	36442	226039	96.7484	34.9732	34.7	1.25
NW_026683183.1	1	222717	85358	221468	99.4392	86.6027	34.9	2.1
NW_026683184.1	1	210713	18436	203325	96.4938	19.7327	34.5	1.02
NW_026683185.1	1	28662	2517	28639	99.9198	20.1733	35	38
NW_026683186.1	1	991617	78337	984816	99.3142	16.8543	34.6	6.51
NW_026683187.1	1	4516909	1202480	4499502	99.6146	59.1964	34.5	3.91
NW_026683188.1	1	4117062	336778	3883067	94.3165	17.4813	34.5	16.7
NW_026683189.1	1	3129419	1069528	3117911	99.6323	76.7303	34.5	7.99
NW_026683190.1	1	2445016	340864	2425388	99.1972	30.7149	34.6	3.07
NW_026683191.1	1	2162463	549904	2155919	99.6974	55.7344	34.8	4.27
NW_026683192.1	1	2091851	241363	2045239	97.7717	26.4536	34.9	18.2
NW_026683193.1	1	2024811	159899	1982247	97.8979	17.874	34.9	15.3
NW_026683194.1	1	1508116	118131	1283854	85.1297	17.5708	34.5	3.52
NW_026683195.1	1	1446652	220956	1439070	99.4759	25.6327	32.6	2.69
NW_026683196.1	1	1315579	84115	1222880	92.9537	13.9158	34.6	14
NW_026683197.1	1	1181476	141771	1175353	99.4817	27.4684	34.6	2.09
NW_026683198.1	1	1067410	172813	1066007	99.8686	37.3432	34.6	3.73
NW_026683199.1	1	1037885	122592	1034302	99.6548	27.0655	34.6	1.93
NW_026683200.1	1	1022493	420565	1020732	99.8278	92.3199	35	1.43
NW_026683201.1	1	989550	123144	986153	99.6567	28.4798	34.6	2.21
NW_026683202.1	1	973116	74278	967261	99.3983	17.2489	34.6	2.63
NW_026683203.1	1	921264	55469	888865	96.4832	13.4726	34.5	3.42
NW_026683204.1	1	912953	50289	883015	96.7208	12.1953	34.4	2.45
NW_026683205.1	1	792231	49721	783533	98.9021	14.3096	34.6	4.32
NW_026683206.1	1	702247	89220	700826	99.7976	29.1355	34.6	1.92
NW_026683207.1	1	677195	198225	672551	99.3142	65.1199	35	3.91
NW_026683208.1	1	655782	41686	645638	98.4531	12.793	34.5	3.63
NW_026683209.1	1	588151	33901	571350	97.1434	12.8046	34.5	2.12
NW_026683210.1	1	581605	39657	578783	99.5148	15.3986	34.6	4
NW_026683211.1	1	532300	33693	521820	98.0312	14.3671	34.6	2.96
NW_026683212.1	1	526608	45583	521801	99.0872	19.7751	34.6	3.15
NW_026683213.1	1	486856	48544	479911	98.5735	22.2713	34.6	1.22
NW_026683214.1	1	481963	33668	474255	98.4007	14.5107	34.5	2.79
NW_026683215.1	1	451840	15625	394094	87.2198	7.17956	34.5	1.85
NW_026683216.1	1	398006	18693	387972	97.4789	10.4936	34.6	1.76
NW_026683217.1	1	395172	18133	381711	96.5936	10.0712	34.5	2.3
NW_026683218.1	1	390805	26782	387876	99.2505	14.9453	34.6	4.03
NW_026683219.1	1	387931	51414	384973	99.2375	30.5258	34.6	2.75
NW_026683220.1	1	307818	24283	306683	99.6313	17.8996	34.6	3.19
NW_026683221.1	1	242267	28115	239778	98.9726	26.254	34.6	2.3
