#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NW_026682983.1	1	189471	55069	188947	99.7234	43.0489	36	0.828
NW_026682984.1	1	188934	28972	188405	99.72	22.7227	36	1.39
NW_026682985.1	1	186855	75220	185812	99.4418	58.1193	36	3.92
NW_026682986.1	1	186346	42431	185818	99.7167	33.1226	36	1.23
NW_026682987.1	1	184095	50654	183110	99.465	40.5922	35.9	1.53
NW_026682988.1	1	179454	40431	179380	99.9588	33.0287	35.9	0.937
NW_026682989.1	1	178544	33117	175960	98.5527	27.2617	35.9	0.683
NW_026682990.1	1	176311	57780	174546	98.9989	48.2291	36	0.69
NW_026682991.1	1	169869	50130	169636	99.8628	43.7255	35.9	1.41
NW_026682992.1	1	164287	43790	164147	99.9148	39.2419	36	0.507
NW_026682993.1	1	163604	64003	163401	99.8759	57.6042	36	0.626
NW_026682994.1	1	163260	42285	162989	99.834	37.8267	35.9	0.577
NW_026682995.1	1	162272	28808	161343	99.4275	26.3318	36	0.915
NW_026682996.1	1	158962	34851	158731	99.8547	32.2628	36	0.929
NW_026682997.1	1	152070	28946	151058	99.3345	28.3202	36.1	0.779
NW_026682998.1	1	150868	35777	150767	99.9331	35.0509	35.9	0.792
NW_026682999.1	1	150054	27281	149370	99.5442	26.7491	36.1	1.29
NW_026683000.1	1	149890	45787	148465	99.0493	44.6616	35.9	1.18
NW_026683001.1	1	147493	59279	147293	99.8644	57.4585	35.9	1.19
NW_026683002.1	1	144873	36925	144629	99.8316	37.8019	36	0.732
NW_026683003.1	1	139343	20062	138574	99.4481	21.1363	35.9	0.464
NW_026683004.1	1	139254	27889	138320	99.3293	28.8936	36	1.21
NW_026683005.1	1	137754	56070	137068	99.502	59.8085	36	1.21
NW_026683006.1	1	137649	62866	137643	99.9956	67.3734	36	1.18
NW_026683007.1	1	137062	39670	136893	99.8767	42.8735	36	0.978
NW_026683008.1	1	133118	26134	131825	99.0287	29.035	36	0.504
NW_026683009.1	1	130521	74058	130197	99.7518	83.8821	36	1.86
NW_026683010.1	1	125703	29759	125604	99.9212	35.0096	36	0.827
NW_026683011.1	1	125425	31723	125023	99.6795	36.8357	36	1.02
NW_026683012.1	1	121330	33942	121041	99.7618	41.4576	35.9	0.62
NW_026683013.1	1	120300	24747	120160	99.8836	30.4051	36	0.623
NW_026683014.1	1	118992	28040	118754	99.8	33.8542	36	0.415
NW_026683015.1	1	118770	25416	116950	98.4676	30.877	36	0.765
NW_026683016.1	1	108421	21640	105912	97.6859	29.4533	36	0.678
NW_026683017.1	1	108012	62640	107989	99.9787	85.9467	36.2	0.946
NW_026683018.1	1	107095	41656	107081	99.9869	57.2084	35.9	0.899
NW_026683019.1	1	104586	36402	104204	99.6348	51.4185	36	0.69
NW_026683020.1	1	100399	23458	100079	99.6813	34.4267	35.9	0.74
NW_026683021.1	1	99111	26652	99093	99.9818	39.5386	35.9	1.52
NW_026683022.1	1	96439	64336	96375	99.9336	98.6957	36.2	1.5
NW_026683023.1	1	94166	23715	94099	99.9288	37.3107	36	0.893
NW_026683024.1	1	91632	20614	91422	99.7708	33.2556	36	1.58
NW_026683025.1	1	85421	28880	85415	99.993	49.7829	35.9	0.997
NW_026683026.1	1	85088	18254	84596	99.4218	31.6463	36	1.09
NW_026683027.1	1	84548	9439	69486	82.1853	16.1507	36	3.2
NW_026683028.1	1	82706	19690	81307	98.3085	34.7408	36	0.882
NW_026683029.1	1	81984	21021	81921	99.9232	37.8426	36	0.824
NW_026683030.1	1	81046	11412	80026	98.7415	20.6763	35.9	1.06
NW_026683031.1	1	80524	25063	80369	99.8075	45.829	36	0.18
NW_026683032.1	1	79562	34467	79171	99.5086	63.1044	35.9	1.13
NW_026683033.1	1	77631	25791	77462	99.7823	49.2945	36	1.61
NW_026683034.1	1	75284	56671	74914	99.5085	111.892	36	0.594
NW_026683035.1	1	73269	37499	72485	98.93	75.5846	36	0.827
NW_026683036.1	1	71914	34684	71685	99.6816	71.2795	35.9	0.561
NW_026683037.1	1	70703	22362	68302	96.6041	46.2022	35.9	0.631
NW_026683038.1	1	69202	18312	68276	98.6619	39.1482	36	1.16
NW_026683039.1	1	69028	13925	67415	97.6633	29.7199	36	2
NW_026683040.1	1	68601	12109	68146	99.3367	26.2416	36	0.612
NW_026683041.1	1	66938	17325	66425	99.2336	37.1423	36	1.64
NW_026683042.1	1	65971	13778	65566	99.3861	30.6993	36	0.953
NW_026683043.1	1	65959	24983	65708	99.6195	55.568	36	1.25
NW_026683044.1	1	65834	11506	65502	99.4957	25.3997	36	0.566
NW_026683045.1	1	65134	14303	63246	97.1014	31.9037	36	0.429
NW_026683046.1	1	64335	14200	63974	99.4389	25.6539	32.8	17.2
NW_026683047.1	1	64233	27322	63072	98.1925	63.1024	36	0.929
NW_026683048.1	1	62791	15346	61460	97.8803	33.4555	36	0.846
NW_026683049.1	1	62475	21206	62456	99.9696	49.7444	36	0.744
NW_026683050.1	1	62429	10403	61832	99.0437	24.1736	36	0.722
NW_026683051.1	1	61564	27622	59187	96.139	66.7394	36	0.59
NW_026683052.1	1	61412	10854	61012	99.3487	26.1528	36	0.207
NW_026683053.1	1	60466	15660	57329	94.812	38.1307	36	1.06
NW_026683054.1	1	58682	10137	55383	94.3782	25.3917	36	0.582
NW_026683055.1	1	55831	33974	54595	97.7862	87.9408	36.2	1.57
NW_026683056.1	1	55749	33677	55724	99.9552	89.5603	36	1.97
NW_026683057.1	1	55351	14362	55325	99.953	33.0536	33.7	34.6
NW_026683058.1	1	52312	16411	51632	98.7001	46.1109	35.9	0.547
NW_026683059.1	1	52229	18687	52042	99.642	53.0741	35.9	0.966
NW_026683060.1	1	52118	8977	51981	99.7371	25.4133	35.8	1.17
NW_026683061.1	1	52060	17428	52038	99.9577	49.1406	35.9	1.57
NW_026683062.1	1	52003	10265	51936	99.8712	28.6187	36	0.694
NW_026683063.1	1	50645	16779	50623	99.9566	48.9936	36	1.44
NW_026683064.1	1	50252	6995	49542	98.5871	20.4526	36	0.509
NW_026683065.1	1	49028	10812	46298	94.4318	32.1672	35.9	0.77
NW_026683066.1	1	48714	11388	48590	99.7455	34.4566	35.9	0.99
NW_026683067.1	1	47736	13585	45998	96.3591	41.2543	35.9	0.202
NW_026683068.1	1	46937	17236	45365	96.6508	53.7877	36.1	0.557
NW_026683069.1	1	45749	13227	45665	99.8164	42.3953	35.9	0.628
NW_026683070.1	1	45345	9257	45006	99.2524	30.1369	36.1	0.444
NW_026683071.1	1	44895	21910	42970	95.7122	72.3079	36	1.31
NW_026683072.1	1	44072	16863	42325	96.036	55.1632	36	0.611
NW_026683073.1	1	43535	10742	43071	98.9342	36.5395	36	0.305
NW_026683074.1	1	43040	17815	42848	99.5539	52.9089	35.5	1.41
NW_026683075.1	1	42669	7884	42544	99.707	27.2613	36	0.654
NW_026683076.1	1	42178	14832	42139	99.9075	51.6348	36	0.834
NW_026683077.1	1	41675	13060	39456	94.6755	35.2999	32.4	12.9
NW_026683078.1	1	41324	9210	38723	93.7058	32.8001	36	0.28
NW_026683079.1	1	41301	13161	41011	99.2978	46.9062	35.8	1.14
NW_026683080.1	1	40789	11308	36732	90.0537	39.7551	35.9	0.928
NW_026683081.1	1	38968	128072	38168	97.947	229.54	28.1	8.22
NW_026683082.1	1	36721	8208	35925	97.8323	32.7654	36	1.25
NW_026683083.1	1	36472	6192	36002	98.7113	19.2502	34.1	43.9
NW_026683084.1	1	36377	20707	32311	88.8226	81.9187	36.1	3.24
NW_026683085.1	1	35925	10964	34818	96.9186	44.4683	36.1	0.969
NW_026683086.1	1	35909	11653	35879	99.9165	48.0196	36	1.1
NW_026683087.1	1	35735	4659	35204	98.5141	17.3359	34.4	41.1
NW_026683088.1	1	35214	6700	35099	99.6734	28.1965	36.1	0.6
NW_026683089.1	1	34286	7102	33925	98.9471	30.4774	36	1.8
NW_026683090.1	1	34269	6336	33718	98.3921	27.1744	36	1.15
NW_026683091.1	1	33732	8125	33532	99.4071	35.8667	36	0.567
NW_026683092.1	1	32955	17450	32861	99.7148	78.5203	36.2	0.297
NW_026683093.1	1	32854	7169	32399	98.6151	32.3167	36	1.17
NW_026683094.1	1	32845	10011	32833	99.9635	45.0643	36	0.275
NW_026683095.1	1	32087	6520	31405	97.8745	29.8808	36.1	0.513
NW_026683096.1	1	31237	10867	31139	99.6863	49.1243	35.9	0.745
NW_026683097.1	1	31141	10131	31119	99.9294	48.1545	35.9	0.409
NW_026683098.1	1	30990	6489	30977	99.9581	31.0835	36	0.156
NW_026683099.1	1	30366	4540	29945	98.6136	22.0856	36	0.461
NW_026683100.1	1	30044	7046	29447	98.0129	32.388	36	0.343
NW_026683101.1	1	29693	6524	29664	99.9023	31.393	35.9	0.71
NW_026683102.1	1	29629	3959	27889	94.1274	15.6573	34.2	46.9
NW_026683103.1	1	28846	7169	28705	99.5112	36.6943	35.9	0.969
NW_026683104.1	1	28730	5170	28652	99.7285	20.808	33.8	46.6
NW_026683105.1	1	28400	9215	28377	99.919	48.2887	36	0.44
NW_026683106.1	1	28033	6895	28014	99.9322	36.2831	36	1.1
NW_026683107.1	1	27095	5024	27049	99.8302	27.282	35.9	0.722
NW_026683108.1	1	26824	3409	26250	97.8601	14.8903	33.9	51.4
NW_026683109.1	1	26596	4971	26035	97.8907	27.2856	36	0.505
NW_026683110.1	1	26374	5429	26085	98.9042	29.6914	35.8	0.561
NW_026683111.1	1	26287	8706	25848	98.33	49.0953	35.9	0.559
NW_026683112.1	1	26282	4398	26161	99.5396	24.5516	36	1.15
NW_026683113.1	1	25938	4395	25846	99.6453	25.0744	35.9	59.7
NW_026683114.1	1	25894	5101	23533	90.8821	26.9981	35.9	0.659
NW_026683115.1	1	25640	5645	25586	99.7894	32.798	36	0.609
NW_026683116.1	1	24340	4568	22305	91.6393	25.4431	35.8	1.12
NW_026683117.1	1	23186	3435	22512	97.0931	21.8702	36	0.919
NW_026683118.1	1	22467	6994	22294	99.23	45.1844	36	0.965
NW_026683119.1	1	22311	3590	21520	96.4547	20.2587	34.1	50.7
NW_026683120.1	1	21962	6053	21893	99.6858	40.688	36.1	1.9
NW_026683121.1	1	21358	14950	21340	99.9157	102.768	35.8	0.697
NW_026683122.1	1	16057	1377	16038	99.8817	12.7179	36.1	11.8
NW_026683123.1	1	14639	2305	14639	100	22.2801	35.4	50
NW_026683124.1	1	4956352	1150690	4632442	93.4647	33.7009	36.1	16.3
NW_026683125.1	1	2228489	492835	2223796	99.7894	32.0085	35.8	3.02
NW_026683126.1	1	2115927	359158	2033265	96.0933	23.5277	35.7	1.88
NW_026683127.1	1	2060080	422984	2048397	99.4329	29.3284	35.8	1.48
NW_026683128.1	1	1903574	390306	1890577	99.3172	29.2032	35.8	1.81
NW_026683129.1	1	1592456	800307	1591699	99.9525	73.6937	36.1	18.3
NW_026683130.1	1	1306673	518586	1305993	99.948	58.2009	35.9	3.25
NW_026683131.1	1	1234076	859464	1231205	99.7674	102.629	35.9	1.44
NW_026683132.1	1	1186437	696327	1185707	99.9385	86.2763	35.9	2.56
NW_026683133.1	1	1170172	728944	1166393	99.6771	91.3133	35.9	2.44
NW_026683134.1	1	1066317	133375	1064034	99.7859	18.1244	35.8	0.524
NW_026683135.1	1	982204	168448	980520	99.8285	25.1535	35.9	1.83
NW_026683136.1	1	976125	578993	975585	99.9447	87.364	36	1.74
NW_026683137.1	1	928298	444467	926857	99.8448	70.9245	36	1.42
NW_026683138.1	1	915362	125411	905736	98.9484	19.5434	35.7	1.47
NW_026683139.1	1	890228	79305	495274	55.6345	13.1095	36	1.21
NW_026683140.1	1	878407	146633	854349	97.2612	22.9947	35.7	0.978
NW_026683141.1	1	807966	251709	807286	99.9158	44.0884	35.8	2.87
NW_026683142.1	1	763647	147123	762083	99.7952	28.1797	36	2.4
NW_026683143.1	1	761708	233962	760713	99.8694	45.0425	36.1	1.96
NW_026683144.1	1	752069	189351	750848	99.8376	36.4849	35.9	0.557
